name,sport,age,height,weight,country,sex,gold,silver,bronze,total
Yukie Nakayama,Shooting,33,161,52,Japan,F,0,0,0,0
Vitalii Nakonechnyi,Gymnastics - Artistic,26,170,,Ukraine,M,0,0,0,0
David Nalbandian,Tennis,30,180,79,Argentina,M,0,0,0,0
Hyun Hee Nam,Fencing,30,155,44,Republic of Korea,F,0,0,1,1
Hyun Woo Nam,Hockey,25,182,80,Republic of Korea,M,0,0,0,0
Taehee Nam,Football,21,175,73,Republic of Korea,M,0,0,0,0
Antoinette Nana Djimou Ida,Athletics,27,171,63,France,F,0,0,0,0
Georgia Nanscawen,Hockey,20,159,58,Australia,F,0,0,0,0
Bamab Napo,Athletics,28,169,56,Togo,F,0,0,0,0
Juventina Napoleao,Athletics,23,154,48,Democratic Republic of Timor-Leste,F,0,0,0,0
Ryan Napoleon,Swimming,22,187,84,Australia,M,0,0,0,0
Gagan Narang,Shooting,29,,,India,M,0,0,1,1
Daniel Narcisse,Handball,32,189,93,France,M,0,0,0,0
Elania Nardelli,Shooting,25,160,60,Italy,F,0,0,0,0
Aliaksandra Narkevich,Gymnastics - Rhythmic,17,172,,Belarus,F,0,0,0,0
Emmanuel Nartey,Judo,29,,72,Ghana,M,0,0,0,0
Ingrid Yahoska Narvaez,Athletics,18,,48,Nicaragua,F,0,0,0,0
Alexandra Nascimento,Handball,30,177,67,Brazil,F,0,0,0,0
Franciele Nascimento,Basketball,24,191,90,Brazil,F,0,0,0,0
George Nash,Rowing,22,195,97,Great Britain,M,0,0,1,1
Katerina Nash,Cycling - Mountain Bike,34,164,51,Czech Republic,F,0,0,0,0
Navab Nasirshelal,Weightlifting,23,175,105,Islamic Republic of Iran,M,0,0,0,0
Noura Nasri,Shooting,28,165,68,Tunisia,F,0,0,0,0
Christian Nassif,Swimming,18,,,Central African Republic,M,0,0,0,0
Mikhail Nastenko,Equestrian,45,178,71,Russian Federation,M,0,0,0,0
Liliyana Natsir,Badminton,26,165,59,Indonesia,F,0,0,0,0
Marie-Eve Nault,Football,30,171,65,Canada,F,0,0,0,0
Josateki Naulu,Judo,28,175,81,Fiji,M,0,0,0,0
Horacio Nava,Athletics,30,180,64,Mexico,M,0,0,0,0
Ramunas Navardauskas,Cycling - Road,24,190,78,Lithuania,M,0,0,0,0
Mara Navarria,Fencing,27,172,75,Italy,F,0,0,0,0
Juan-Carlos Navarro,Basketball,32,191,80,Spain,M,0,0,0,0
Silvia Navarro Jimenez,Handball,33,169,62,Spain,F,0,0,0,0
Ikhtiyor Navruzov,Wrestling,23,175,66,Uzbekistan,M,0,0,0,0
Meagen Nay,Swimming,23,174,62,Australia,F,0,0,0,0
Tsvetelina Naydenova,Gymnastics - Rhythmic,18,166,,Bulgaria,F,0,0,0,0
Erin Nayler,Football,20,176,68,New Zealand,F,0,0,0,0
Emily Naylor,Hockey,26,167,55,New Zealand,F,0,0,0,0
Anastasia Nazarenko,Gymnastics - Rhythmic,19,172,,Russian Federation,F,0,0,0,0
Magno Prado Nazaret,Cycling - Road,26,174,67,Brazil,M,0,0,0,0
Dilshod Nazarov,Athletics,30,187,120,Tajikistan,M,0,0,0,0
Sobirdzhon Nazarov,Boxing,21,178,,Tajikistan,M,0,0,0,0
Anna Nazarova,Athletics,26,172,58,Russian Federation,F,0,0,0,0
Natalya Nazarova,Athletics,33,171,61,Russian Federation,F,0,0,0,0
Armen Nazaryan,Judo,30,166,66,Armenia,M,0,0,0,0
Ajara Nchout,Football,19,164,65,Cameroon,F,0,0,0,0
Issa Ndiaye,Football,21,190,79,Senegal,M,0,0,0,0
Malal Ndiaye,Wrestling,35,167,100,Senegal,M,0,0,0,0
Hinikissia Albertine Ndikert,Athletics,19,165,60,Chad,F,0,0,0,0
Sizwe Ndlovu,Rowing,31,185,72,South Africa,M,1,0,0,1
Emmanuel Ndong,Football,20,163,70,Gabon,M,0,0,0,0
Henri Ndong,Football,19,156,80,Gabon,M,0,0,0,0
Emmeline Ndongue,Basketball,29,192,82,France,F,0,0,0,0
Alexander Ndoumbou,Football,20,179,70,Gabon,M,0,0,0,0
Dame Ndoye,Football,27,,,Senegal,M,0,0,0,0
Phumlile Ndzinisa,Athletics,19,165,52,Swaziland,F,0,0,0,0
Traian Neagu,Canoe Sprint,25,183,82,Romania,M,0,0,0,0
Lia Neal,Swimming,17,178,73,United States of America,F,0,0,1,1
Lizzie Neave,Canoe Slalom,25,171,63,Great Britain,F,0,0,0,0
Amber Neben,Cycling - Road,37,163,50,United States of America,F,0,0,0,0
Severine Nebie,Judo,29,167,63,Burkina Faso,F,0,0,0,0
Andrei Nechita,Cycling - Road,24,183,70,Romania,M,0,0,0,0
Louisa Necib,Football,25,168,56,France,F,0,0,0,0
Petya Nedelcheva,Badminton,29,170,76,Bulgaria,F,0,0,0,0
Candice Neethling,Cycling - Mountain Bike,20,170,60,South Africa,F,0,0,0,0
Annet Negesa,Athletics,20,170,55,Uganda,F,0,0,0,0
Atsushi Negishi,Equestrian,35,169,67,Japan,M,0,0,0,0
Farkhod Negmatov,Taekwondo,22,188,,Tajikistan,M,0,0,0,0
Tiberiu Negrean,Water Polo,23,187,85,Romania,M,0,0,0,0
Saina Nehwal,Badminton,22,,,India,F,0,0,0,0
Jade Neilsen,Swimming,21,175,70,Australia,F,0,1,0,1
Barbara Nelen,Hockey,20,167,56,Belgium,F,0,0,0,0
Bryshon Nellum,Athletics,23,183,77,United States of America,M,0,0,0,0
Ryan Nelsen,Football,34,185,89,New Zealand,M,0,0,0,0
Ashleigh Nelson,Hockey,25,165,60,Australia,F,0,0,0,0
Haley Nemra,Athletics,22,168,59,Marshall Islands,F,0,0,0,0
Mauro Nespoli,Archery,24,181,85,Italy,M,1,0,0,1
Baard Nesteng,Archery,33,,,Norway,M,0,0,0,0
Mykyta Nesterenko,Athletics,21,209,110,Ukraine,M,0,0,0,0
Margarita Nesterova,Swimming,22,168,56,Russian Federation,F,0,0,0,0
Alice Nesti,Swimming,23,180,72,Italy,F,0,0,0,0
Daniel Nestor,Tennis,39,191,87,Canada,M,0,0,0,0
Raul Neto,Basketball,20,192,88,Brazil,M,0,0,0,0
Maja Neuenschwander,Athletics,32,168,55,Switzerland,F,0,0,0,0
Diana Neves,Sailing,26,158,63,Portugal,F,0,0,0,0
John Joe Nevin,Boxing,23,175,,Ireland,M,0,0,0,0
Gal Nevo,Swimming,25,178,78,Israel,M,0,0,0,0
Brent Newdick,Athletics,27,186,90,New Zealand,M,0,0,0,0
William Newell,Rowing,23,185,74,United States of America,M,0,0,0,0
Brad Newley,Basketball,27,199,94,Australia,M,0,0,0,0
Brett Newlin,Rowing,30,206,102,United States of America,M,0,0,0,0
Wesley Neymour,Athletics,23,193,82,Bahamas,M,0,0,0,0
Ka Fung Ng,Athletics,19,180,77,Hong Kong,M,0,0,0,0
Toby Ng,Badminton,26,178,68,Canada,M,0,0,0,0
Yan Yee Ng,Diving,19,155,55,Malaysia,F,0,0,0,0
Josiah Ng Onn Lam,Cycling - Track,32,174,70,Malaysia,M,0,0,0,0
Drusille Ngako Tchimi,Football,25,164,66,Cameroon,F,0,0,0,0
Coolboy Ngamole,Athletics,35,167,58,South Africa,M,0,0,0,0
Carine Ngarlemdana,Judo,17,175,70,Chad,F,0,0,0,0
Annette Flore Ngo Ndom,Football,27,171,70,Cameroon,F,0,0,0,0
Jeannette Ngock Yango,Football,19,160,65,Cameroon,F,0,0,0,0
Madeleine Ngono Mani,Football,28,160,65,Cameroon,F,0,0,0,0
Marcel Nguyen,Gymnastics - Artistic,24,167,,Germany,M,0,1,0,1
Thi Anh Vien Nguyen,Swimming,15,165,58,Vietnam,F,0,0,0,0
Thi Lua Nguyen,Wrestling,21,155,48,Vietnam,F,0,0,0,0
Thi Thuy Nguyen,Weightlifting,21,153,52,Vietnam,F,0,0,0,0
Tien Minh Nguyen,Badminton,29,165,60,Vietnam,M,0,0,0,0
Tien Nhat Nguyen,Fencing,22,170,60,Vietnam,M,0,0,0,0
Sifiso Nhlapo,Cycling - BMX,25,178,88,South Africa,M,0,0,0,0
Xia Lian Ni,Table Tennis,49,157,57,Luxembourg,F,0,0,0,0
Nery Niangkouara,Swimming,29,178,65,Greece,F,0,0,0,0
Vincenzo Nibali,Cycling - Road,27,179,61,Italy,M,0,0,0,0
Ella Nicholas,Canoe Slalom,21,158,62,Cook Islands,F,0,0,0,0
Alana Nicholls,Canoe Sprint,26,172,66,Australia,F,0,0,0,0
Robyn Nicholls,Water Polo,22,178,65,Great Britain,F,0,0,0,0
Caroline Nichols,Hockey,27,163,64,United States of America,F,0,0,0,0
Jennifer Nichols,Archery,28,183,64,United States of America,F,0,0,0,0
Julie Nichols,Rowing,34,173,59,United States of America,F,0,0,0,0
Andrew Nicholson,Equestrian,51,182,75,New Zealand,M,0,0,1,1
Paolo Nicolai,Beach Volleyball,23,203,91,Italy,M,0,0,0,0
Cory Niefer,Shooting,36,183,70,Canada,M,0,0,0,0
Jaime Nielsen,Cycling - Track,26,177,70,New Zealand,F,0,0,0,0
Kasper Nielsen,Handball,37,192,98,Denmark,M,0,0,0,0
Matt Nielsen,Basketball,34,209,98,Australia,M,0,0,0,0
Mie Nielsen,Swimming,15,184,67,Denmark,F,0,0,0,0
Stine Nielsen,Shooting,21,161,81,Denmark,F,0,0,0,0
Anu Nieminen,Badminton,34,171,62,Finland,F,0,0,0,0
Jarkko Nieminen,Tennis,31,185,79,Finland,M,0,0,0,0
Simon Niepmann,Rowing,27,180,71,Switzerland,M,0,0,0,0
Jamie Nieto,Athletics,35,193,83,United States of America,M,0,0,0,0
Kirsten Nieuwendam,Athletics,20,160,54,Suriname,F,0,0,0,0
Oliba Seledina Nieve Arroyo,Weightlifting,34,168,90,Ecuador,F,0,0,0,0
Ivan Nifontov,Judo,25,172,81,Russian Federation,M,0,0,1,1
Marek Niit,Athletics,24,182,82,Estonia,M,0,0,0,0
Hitomi Niiya,Athletics,24,165,44,Japan,F,0,0,0,0
Moniek Nijhuis,Swimming,24,179,66,Netherlands,F,0,0,0,0
Ivan Nikcevic,Handball,31,182,82,Serbia,M,0,0,0,0
Amin Nikfar,Athletics,31,198,130,Islamic Republic of Iran,M,0,0,0,0
Milos Nikic,Volleyball,26,194,79,Serbia,M,0,0,0,0
Slobodan Nikic,Water Polo,29,194,105,Serbia,M,0,0,0,0
Yuriy Nikitin,Trampoline,34,173,,Ukraine,M,0,0,0,0
Gabriela Nikitina,Swimming,18,179,63,Latvia,F,0,0,0,0
Minna Nikkanen,Athletics,24,169,53,Finland,F,0,0,0,0
Alexandr Nikolaenko,Badminton,32,190,78,Russian Federation,M,0,0,0,0
Egor Nikolaev,Athletics,24,176,60,Russian Federation,M,0,0,0,0
Pavel Nikolaev,Canoe Sprint,27,191,91,Russian Federation,M,0,0,0,0
Alexandros Nikolaidis,Taekwondo,32,200,,Greece,M,0,0,0,0
Nikolay Nikolov,Volleyball,26,206,93,Bulgaria,M,0,0,0,0
Vladimir Nikolov,Volleyball,34,200,95,Bulgaria,M,0,0,0,0
Rohullah Nikpai,Taekwondo,25,180,,Afghanistan,M,0,0,0,0
Andreas Nilsson,Handball,22,197,102,Sweden,M,0,0,0,0
Henrik Nilsson,Canoe Sprint,36,191,87,Sweden,M,0,0,0,0
Lina Nilsson,Football,25,169,60,Sweden,F,0,0,0,0
Stefan Nilsson,Shooting,21,185,88,Sweden,M,0,0,0,0
Issam Nima,Athletics,33,187,75,Algeria,M,0,0,0,0
Stefan Nimke,Cycling - Track,34,186,94,Germany,M,0,0,0,0
Pedro Nimo,Athletics,32,182,60,Spain,M,0,0,0,0
Enia Nincevic,Sailing,22,173,62,Croatia,F,0,0,0,0
Ivan Nincevic,Handball,30,184,88,Croatia,M,0,0,0,0
Ivana Ninkovic,Swimming,16,171,60,Bosnia and Herzegovina,F,0,0,0,0
Viktor Ninov,Athletics,24,197,82,Bulgaria,M,0,0,0,0
Tapio Nirkko,Sailing,27,194,96,Finland,M,0,0,0,0
Rangsiya Nisaisom,Taekwondo,18,165,,Thailand,F,0,0,0,0
Kei Nishikori,Tennis,22,178,70,Japan,M,0,0,0,0
Shiho Nishioka,Fencing,23,169,60,Japan,F,0,0,0,0
Masashi Nishiyama,Judo,27,178,90,Japan,M,0,0,1,1
Yudai Nitta,Cycling - Track,26,173,77,Japan,M,0,0,0,0
Koki Niwa,Table Tennis,17,162,51,Japan,M,0,0,0,0
Daulet Niyazbekov,Wrestling,23,176,55,Kazakhstan,M,0,0,0,0
Adilbek Niyazymbetov,Boxing,23,182,,Kazakhstan,M,0,0,0,0
Jackson Niyomugabo,Swimming,24,184,71,Rwanda,M,0,0,0,0
Francine Niyonsaba,Athletics,19,161,56,Burundi,F,0,0,0,0
Adrien Niyonshuti,Cycling - Mountain Bike,25,165,68,Rwanda,M,0,0,0,0
Benson Njangiru,Boxing,27,167,,Kenya,M,0,0,0,0
Mercy Wanjiku Njoroge,Athletics,26,154,46,Kenya,F,0,0,0,0
Tavevele Noa,Athletics,20,176,74,Tuvalu,M,0,0,0,0
Gavin Noble,Triathlon,31,186,75,Ireland,M,0,0,0,0
Zofia Noceti-Klepacka,Sailing,26,170,59,Poland,F,0,0,0,0
Anderson Nocetti,Rowing,38,188,90,Brazil,M,0,0,0,0
Melanie Nocher,Swimming,24,179,67,Ireland,F,0,0,0,0
Andres Nocioni,Basketball,32,202,102,Argentina,M,0,0,0,0
Nikolay Noev,Wrestling,24,166,55,Tajikistan,M,0,0,0,0
Mohamed Nofel,Rowing,27,180,71,Egypt,M,0,0,0,0
Artur Noga,Athletics,24,196,92,Poland,M,0,0,0,0
Adam Nolan,Boxing,25,184,,Ireland,M,0,0,0,0
Errol Nolan,Athletics,20,178,77,Jamaica,M,0,0,0,0
Allen Nono,Football,19,172,74,Gabon,M,0,0,0,0
Daniel Noonan,Rowing,32,187,90,Australia,M,0,0,1,1
Emad Noor,Athletics,22,,,Saudi Arabia,M,0,0,0,0
Lisa Norden,Triathlon,27,176,60,Sweden,F,0,0,0,0
Sara Nordenstam,Swimming,29,,,Norway,F,0,0,0,0
Lars Petter Nordhaug,Cycling - Road,28,,,Norway,M,0,0,0,0
Josefin Nordlow,Canoe Sprint,30,171,65,Sweden,F,0,0,0,0
Ann Grete Norgaard,Handball,28,163,58,Denmark,F,0,0,0,0
Omid Haji Noroozi,Wrestling,26,174,60,Islamic Republic of Iran,M,0,0,0,0
Allan Norregaard,Sailing,31,173,73,Denmark,M,0,0,0,0
Lloyd Norris-Jones,Hockey,26,181,76,South Africa,M,0,0,0,0
Anja Noske,Rowing,26,171,57,Germany,F,0,0,0,0
Yana Noskova,Table Tennis,18,163,59,Russian Federation,F,0,0,0,0
Tonje Nostvold,Handball,27,178,,Norway,F,0,0,0,0
Nadia Noujani,Athletics,30,164,46,Morocco,F,0,0,0,0
Melonin Noumonvi,Wrestling,29,183,84,France,M,0,0,0,0
Abdelatif Noussir,Football,22,174,70,Morocco,M,0,0,0,0
Marko Novakovic,Canoe Sprint,23,186,95,Serbia,M,0,0,0,0
Maryna Novik,Athletics,28,167,68,Belarus,F,0,0,0,0
Mikalai Novikau,Weightlifting,26,170,88,Belarus,M,0,0,0,0
Nastassia Novikava,Weightlifting,30,150,58,Belarus,F,0,0,0,0
Nikolai Novosjolov,Fencing,32,191,90,Estonia,M,0,0,0,0
Roman Novotny,Athletics,26,181,77,Czech Republic,M,0,0,0,0
Iryna Novozhylova,Athletics,26,175,85,Ukraine,F,0,0,0,0
Lukasz Nowak,Athletics,23,194,78,Poland,M,0,0,0,0
Piotr Nowakowski,Volleyball,24,206,105,Poland,M,0,0,0,0
Odette Ntahonvukiye,Judo,18,,77,Burundi,F,0,0,0,0
Isaac Ntiamoah,Athletics,29,172,75,Australia,M,0,0,0,0
Romuald Ntsitsigui,Football,21,168,69,Gabon,M,0,0,0,0
Marry Ntsweng,Football,22,155,49,South Africa,F,0,0,0,0
Salomo Ntuve,Boxing,23,183,,Sweden,M,0,0,0,0
Diane Nukuri,Athletics,27,186,59,Burundi,F,0,0,0,0
Joelle Numainville,Cycling - Road,24,175,65,Canada,F,0,0,0,0
Reinder Nummerdor,Beach Volleyball,35,194,88,Netherlands,M,0,0,0,0
Miguel Nunes,Sailing,35,180,72,Portugal,M,0,0,0,0
Juan Guilherme Nunes Jesus,Football,21,184,86,Brazil,M,0,0,0,0
Sidarka de los Milagros Nunez,Volleyball,28,180,62,Dominican Republic,F,0,0,0,0
Yasser Nunez Munguia,Swimming,28,172,68,Nicaragua,M,0,0,0,0
John Nunn,Athletics,34,188,78,United States of America,M,0,0,0,0
Gadzhimurad Nurmagomedov,Wrestling,25,173,84,Armenia,M,0,0,0,0
Anna Nurmukhambetova,Weightlifting,19,165,69,Kazakhstan,F,0,0,0,0
Selim Nurudeen,Athletics,29,190,77,Nigeria,M,0,0,0,0
Ruslan Nurudinov,Weightlifting,20,183,105,Uzbekistan,M,0,0,0,0
Tugstsogt Nyambayar,Boxing,20,168,,Mongolia,M,0,0,0,0
Mpumi Nyandeni,Football,24,163,53,South Africa,F,0,0,0,0
Bayaraa Nyantai,Shooting,20,176,66,Mongolia,M,0,0,0,0
Cuthbert Nyasango,Athletics,29,163,56,Zimbabwe,M,0,0,0,0
Haakan Erik Nyblom,Wrestling,30,160,55,Denmark,M,0,0,0,0
Anja Nyffeler,Synchronised Swimming,19,172,,Switzerland,F,0,0,0,0
Tory Nyhaug,Cycling - BMX,20,185,90,Canada,M,0,0,0,0
Marcus Nyman,Judo,21,189,90,Sweden,M,0,0,0,0
Trond Nymark,Athletics,35,,,Norway,M,0,0,0,0
Sven Nys,Cycling - Mountain Bike,36,181,71,Belgium,M,0,0,0,0
Stefan Nystrand,Swimming,30,193,85,Sweden,M,0,0,0,0
Carolin Nytra,Athletics,27,174,64,Germany,F,0,0,0,0
Stevy Nzambe,Football,20,173,70,Gabon,M,0,0,0,0
Madias Dodo Nzesso Ngake,Weightlifting,20,164,75,Cameroon,F,0,0,0,0
Nabil Kebbab,Swimming,28,192,94,Algeria,M,0,0,0,0
Nadja Drygalla,Rowing,23,175,71,Germany,F,0,0,0,0
Nagihan Karadere,Athletics,28,173,65,Turkey,F,0,0,0,0
Nagisa Hayashi,Hockey,25,165,59,Japan,F,0,0,0,0
Nahom Mesfin,Athletics,23,180,62,Ethiopia,M,0,0,0,0
Nakyeong Han,Swimming,19,160,53,Republic of Korea,F,0,0,0,0
Naomi Folkard,Archery,28,169,67,Great Britain,F,0,0,0,0
Natalia Podolskaya,Canoe Sprint,18,170,64,Russian Federation,F,0,0,0,0
Natalya Fokina-Semenova,Athletics,30,178,90,Ukraine,F,0,0,0,0
Natasa Krsmanovic,Volleyball,27,188,73,Serbia,F,0,0,0,0
Natsumi Hoshi,Swimming,21,164,54,Japan,F,0,0,1,1
Nicholas la Cava,Rowing,25,191,73,United States of America,M,0,0,0,0
Nick Driebergen,Swimming,24,185,78,Netherlands,M,0,0,0,0
Nicole Davis,Volleyball,30,165,64,United States of America,F,0,0,0,0
Nihan Kantarci,Shooting,30,158,72,Turkey,F,0,0,0,0
Nikola Karabatic,Handball,28,196,102,France,M,0,0,0,0
Nikolina Horvat,Athletics,25,160,53,Croatia,F,0,0,0,0
Nimet Karakus,Athletics,19,168,64,Turkey,F,0,0,0,0
Nina Curtis,Sailing,24,167,68,Australia,F,0,0,0,0
Nina Hasselmann,Hockey,26,160,57,Germany,F,0,0,0,0
Nina Heglund,Handball,19,170,68,Great Britain,F,0,0,0,0
Norbert Hosnyanszky,Water Polo,28,196,102,Hungary,M,0,0,0,0
Nour El Din Hassanein,Rowing,23,186,92,Egypt,M,0,0,0,0
Noura Elsayed,Athletics,25,175,65,Egypt,F,0,0,0,0
Nufar Edelman,Sailing,29,168,69,Israel,F,0,0,0,0
Nurdan Karagoz,Weightlifting,25,150,47,Turkey,F,0,0,0,0
Nurul Syafiqah Hashim,Archery,18,170,55,Malaysia,F,0,0,0,0
Chang Ran O,Football,19,172,66,Democratic People's Republic  of Korea,F,0,0,0,0
Hui Sun O,Football,18,161,59,Democratic People's Republic  of Korea,F,0,0,0,0
Molly O'bryan Vandemoer,Sailing,33,170,69,United States of America,F,0,0,0,0
Caroline O'connor,Rowing,29,157,48,Great Britain,F,0,0,0,0
Cian O'Connor,Equestrian,32,178,82,Ireland,M,0,0,0,0
Karen O'Connor,Equestrian,54,168,54,United States of America,F,0,0,0,0
Carl O'donnell,Swimming,25,188,85,New Zealand,M,0,0,0,0
Kathleen O'donnell,Hockey,23,155,57,United States of America,F,0,0,0,0
Derek O'farrell,Rowing,29,191,85,Canada,M,0,0,0,0
Stuart O'Grady,Cycling - Road,38,177,71,Australia,M,0,0,0,0
Kelley O'Hara,Football,23,165,58,United States of America,F,0,0,0,0
Jenna O'Hea,Basketball,25,186,76,Australia,F,0,0,0,0
Michael O'Keeffe,Football,21,183,78,New Zealand,M,0,0,0,0
Peter O'leary,Sailing,29,188,88,Ireland,M,0,0,0,0
Ciaran O'Lionaird,Athletics,24,,,Ireland,M,0,0,0,0
Kieran O'malley,Volleyball,24,188,82,Great Britain,M,0,0,0,0
Darren O'neill,Boxing,26,184,,Ireland,M,0,0,0,0
Sean O'NEILL,Rowing,31,192,90,New Zealand,M,0,0,0,0
Heather O'Reilly,Football,27,165,60,United States of America,F,0,0,0,0
Karin O'reilly Clashing,Swimming,19,173,77,Antigua and Barbuda,F,0,0,0,0
Elena Oblova,Sailing,24,178,71,Russian Federation,F,0,0,0,0
Alexey Obmochaev,Volleyball,23,188,90,Russian Federation,M,0,0,0,0
Blessing Oborududu,Wrestling,23,,63,Nigeria,F,0,0,0,0
Paulo Obradovic,Water Polo,26,190,100,Croatia,M,0,0,0,0
Darlenis Obregon,Athletics,26,168,60,Colombia,F,0,0,0,0
Diego Occhiuzzi,Fencing,31,180,80,Italy,M,0,1,0,1
Glenn Ochal,Rowing,26,193,93,United States of America,M,0,0,0,0
Sofya Ochigava,Boxing,25,170,,Russian Federation,F,0,0,0,0
Burmaa Ochirbat,Wrestling,30,176,72,Mongolia,F,0,0,0,0
Edward Ockenden,Hockey,25,180,73,Australia,M,0,0,0,0
Siobhan-Marie Oconnor,Swimming,16,173,60,Great Britain,F,0,0,0,0
Tjasa Oder,Swimming,18,180,65,Slovenia,F,0,0,0,0
Mikel Odriozola,Athletics,39,178,67,Spain,M,0,0,0,0
Muizat Ajoke Odumosu,Athletics,24,165,54,Nigeria,F,0,0,0,0
Jennifer Oeser,Athletics,28,176,67,Germany,F,0,0,0,0
Katharina Offel,Equestrian,35,166,54,Ukraine,F,0,0,0,0
Ben Offereins,Athletics,26,184,76,Australia,M,0,0,0,0
Jolanta Ogar,Sailing,30,178,70,Poland,F,0,0,0,0
Akari Ogata,Judo,21,171,76,Japan,F,0,0,0,0
Yuki Ogimi,Football,25,168,60,Japan,F,0,0,0,0
Maja Ognjenovic,Volleyball,27,183,68,Serbia,F,0,0,0,0
Anthony Ogogo,Boxing,23,181,,Great Britain,M,0,0,0,0
Edith Ogoke,Boxing,21,,,Nigeria,F,0,0,0,0
Andreea Ograzeanu,Athletics,22,179,64,Romania,F,0,0,0,0
Chamberlain Oguchi,Basketball,26,198,,Nigeria,M,0,0,0,0
Dae Keun Oh,Hockey,30,174,76,Republic of Korea,M,0,0,0,0
Eunseok Oh,Fencing,29,181,76,Republic of Korea,M,0,0,0,0
Ha Na Oh,Fencing,27,175,65,Republic of Korea,F,0,0,1,1
Jaesuk Oh,Football,22,178,73,Republic of Korea,M,0,0,0,0
Jin Hyek Oh,Archery,30,182,100,Republic of Korea,M,1,0,1,2
Sangeun Oh,Table Tennis,35,186,72,Republic of Korea,M,0,0,0,0
Takahiro Ohgihara,Football,20,183,71,Japan,M,0,0,0,0
Asumi Ohmura,Canoe Sprint,22,167,62,Japan,F,0,0,0,0
Shinobu Ohno,Football,28,154,51,Japan,F,0,0,0,0
Christine Ohuruogu,Athletics,28,158,68,Great Britain,F,0,0,0,0
Ryoko Oie,Hockey,24,167,58,Japan,F,0,0,0,0
Kazuki Oiwa,Football,22,182,76,Japan,M,0,0,0,0
Yoshiaki Oiwa,Equestrian,36,170,63,Japan,M,0,0,0,0
Blessing Okagbare,Athletics,23,180,68,Nigeria,F,0,0,0,0
Tosin Oke,Athletics,31,190,77,Nigeria,M,0,0,0,0
Reina-Flor Okori,Athletics,32,175,64,France,F,0,0,0,0
Marilyn Okoro,Athletics,27,167,60,Great Britain,F,0,0,0,0
Rosvitha Okou,Athletics,25,165,62,Côte d'Ivoire,F,0,0,0,0
Lawrence Okoye,Athletics,20,197,129,Great Britain,M,0,0,0,0
Ezinne Okparaebo,Athletics,24,,,Norway,F,0,0,0,0
Adam Okruashvili,Judo,23,193,120,Georgia,M,0,0,0,0
Leire Olaberria Dorronsoro,Cycling - Track,35,172,61,Spain,F,0,0,0,0
Dan Olaru,Archery,15,175,70,Republic of Moldova,M,0,0,0,0
Mark Oldershaw,Canoe Sprint,29,186,94,Canada,M,0,0,0,0
Sam Oldham,Gymnastics - Artistic,19,168,,Great Britain,M,0,0,1,1
Shelley Olds,Cycling - Road,31,157,54,United States of America,F,0,0,0,0
Claus Olesen,Sailing,37,193,107,Denmark,M,0,0,0,0
Ercument Olgundeniz,Athletics,36,198,50,Turkey,M,0,0,0,0
Iuliia Olishevska,Athletics,23,167,58,Ukraine,F,0,0,0,0
Roc Oliva,Hockey,23,180,78,Spain,M,0,0,0,0
Fabiana Oliveira,Volleyball,32,166,56,Brazil,F,0,0,0,0
Fernanda Oliveira,Sailing,31,161,51,Brazil,F,0,0,0,0
Nelson Filipe S. Simoes Oliveira,Cycling - Road,23,180,66,Portugal,M,0,0,0,0
Nicolas Oliveira,Swimming,24,,,Brazil,M,0,0,0,0
Pamella Oliveira,Triathlon,24,165,59,Brazil,F,0,0,0,0
Pedro Oliveira,Swimming,24,188,78,Portugal,M,0,0,0,0
Ronilson Oliveira,Canoe Sprint,22,181,76,Brazil,M,0,0,0,0
Sara Oliveira,Swimming,26,166,54,Portugal,F,0,0,0,0
Amy Oliver,Archery,25,173,62,Great Britain,F,0,0,0,0
Jack Oliver,Weightlifting,21,168,76,Great Britain,M,0,0,0,0
Erika Olivera,Athletics,36,165,55,Chile,F,0,0,0,0
Princesa Oliveros,Athletics,36,168,56,Colombia,F,0,0,0,0
Andre Olivier,Athletics,22,192,76,South Africa,M,0,0,0,0
Beleynesh Oljira,Athletics,22,165,49,Ethiopia,F,0,0,0,0
Josefin Olsson,Sailing,22,172,68,Sweden,F,0,0,0,0
Yun Chol Om,Weightlifting,20,152,56,Democratic People's Republic  of Korea,M,1,0,0,1
Mariam Omar,Synchronised Swimming,19,166,,Egypt,F,0,0,0,0
Aly Fathy Omar Aly,Football,20,184,78,Egypt,M,0,0,0,0
Magomed Omarov,Boxing,22,195,,Russian Federation,M,0,0,0,0
Oleh Omelchuk,Shooting,29,170,75,Ukraine,M,0,0,0,0
Thierry Omeyer,Handball,35,192,93,France,M,0,0,0,0
Omolara Omotosho,Athletics,19,152,50,Nigeria,F,0,0,0,0
Mylene Ong,Swimming,21,169,55,Singapore,F,0,0,0,0
Aleksandr Onishchenko,Equestrian,43,175,76,Ukraine,M,0,0,0,0
Anyika Onuora,Athletics,27,178,72,Great Britain,F,0,0,0,0
Ele Opeloge,Weightlifting,27,175,75,Samoa,F,0,0,0,0
Jai Tapu Opetaia,Boxing,17,188,,Australia,M,0,0,0,0
Martyna Opon,Athletics,20,169,55,Poland,F,0,0,0,0
Britta Oppelt,Rowing,34,173,69,Germany,F,0,1,0,1
Carlos Mario Oquendo Zabala,Cycling - BMX,24,175,81,Colombia,M,0,0,0,0
Eva Orban,Athletics,27,174,80,Hungary,F,0,0,0,0
Simon Orchard,Hockey,26,186,78,Australia,M,0,0,0,0
